ex,metric,ALL,AC,DC,beats_per_window,edge_weight,edge_direction,fft
108,global_reaching_centrality,,,,4,,left_to_right,False
108,number_strongly_connected_components,,,,4,,left_to_right,False
108,number_weakly_connected_components,,,,4,,left_to_right,False
108,number_attracting_components,,,,4,,left_to_right,False
108,dag_longest_path_length,,,,4,,left_to_right,False
108,average_shortest_path_length,-0.02821618947427662,0.03688094412488532,-0.08510848477448771,4,,left_to_right,False
108,flow_hierarchy,,,,4,,left_to_right,False
108,number_of_isolates,,,,4,,left_to_right,False
108,wiener_index,,,,4,,left_to_right,False
108,density,0.03221420967042029,-0.062323336072358244,0.1330954276010902,4,,left_to_right,False
108,local_edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,,left_to_right,False
108,local_reaching_centrality,,,,4,,left_to_right,False
108,closeness_centrality,-0.1409617572927369,-0.349293249463732,-0.24937545962566487,4,,left_to_right,False
108,dispersion,,,,4,,left_to_right,False
108,shortest_path_length_left_to_right,-0.03301840137332169,0.007994894140828102,-0.0679325362893066,4,,left_to_right,False
108,maximum_flow_value_left_to_right,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,,left_to_right,False
108,minimum_cut_value_left_to_right,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,,left_to_right,False
108,node_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,slope,,False
108,average_node_connectivity,0.032618086145253376,-0.07884446570635795,0.15617744467502942,4,slope,,False
108,average_clustering,0.026701869665268583,-0.018587810636619045,0.056102715800355,4,slope,,False
108,edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,slope,,False
108,degree_assortativity_coefficient,,,,4,slope,,False
108,degree_pearson_correlation_coefficient,,,,4,slope,,False
108,global_reaching_centrality,-0.0347929890784472,0.12442572153002565,-0.23280170569955327,4,slope,,False
108,average_shortest_path_length,-0.02821618947427662,0.03688094412488532,-0.08510848477448771,4,slope,,False
108,number_of_isolates,,,,4,slope,,False
108,wiener_index,-0.028216189474276687,0.0368809441248853,-0.08510848477448767,4,slope,,False
108,density,0.03221420967042029,-0.062323336072358244,0.1330954276010902,4,slope,,False
108,diameter,-0.020801355568450253,0.06737985156231033,-0.09841855023514867,4,slope,,False
108,radius,-0.011597808744119049,-0.035790018444389976,0.06398110980392749,4,slope,,False
108,estrada_index,0.030386431505715992,-0.10949949950612058,0.1617704233735256,4,slope,,False
108,graph_clique_number,0.020801355568450256,-0.06737985156231033,0.09841855023514867,4,slope,,False
108,graph_number_of_cliques,-0.020801355568450253,0.06737985156231033,-0.09841855023514867,4,slope,,False
108,number_connected_components,,,,4,slope,,False
108,local_efficiency,0.02850514257416315,-0.009138087992369917,0.05116308406197503,4,slope,,False
108,global_efficiency,0.030803530352080954,-0.0525069524273559,0.11500631321121055,4,slope,,False
108,local_edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,slope,,False
108,local_node_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,slope,,False
108,closeness_centrality,-0.14096175729273688,-0.3492932494637319,-0.24937545962566496,4,slope,,False
108,dispersion,,,,4,slope,,False
108,shortest_path_length_left_to_right,,,,4,slope,,False
108,maximum_flow_value_left_to_right,0.6326670295369177,0.5868780136770344,0.6597886104481127,4,slope,,False
108,minimum_cut_value_left_to_right,0.6326670295369177,0.5868780136770344,0.6597886104481127,4,slope,,False
108,node_connectivity,-0.033029539987374575,0.15933881819640783,0.209247176692532,4,slope,left_to_right,False
108,average_node_connectivity,0.030415185018963686,-0.08906554357362254,0.16137916649021722,4,slope,left_to_right,False
108,average_clustering,0.026701869665268583,-0.018587810636619045,0.056102715800355,4,slope,left_to_right,False
108,edge_connectivity,,,,4,slope,left_to_right,False
108,degree_assortativity_coefficient,,,,4,slope,left_to_right,False
108,degree_pearson_correlation_coefficient,,,,4,slope,left_to_right,False
108,global_reaching_centrality,,,,4,slope,left_to_right,False
108,number_strongly_connected_components,,,,4,slope,left_to_right,False
108,number_weakly_connected_components,,,,4,slope,left_to_right,False
108,number_attracting_components,,,,4,slope,left_to_right,False
108,dag_longest_path_length,0.6850886831346538,0.6691916742395024,0.6856257896817445,4,slope,left_to_right,False
108,average_shortest_path_length,-0.02821618947427662,0.03688094412488532,-0.08510848477448771,4,slope,left_to_right,False
108,flow_hierarchy,,,,4,slope,left_to_right,False
108,number_of_isolates,,,,4,slope,left_to_right,False
108,wiener_index,,,,4,slope,left_to_right,False
108,density,0.03221420967042029,-0.062323336072358244,0.1330954276010902,4,slope,left_to_right,False
108,local_edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,slope,left_to_right,False
108,local_reaching_centrality,,,,4,slope,left_to_right,False
108,closeness_centrality,-0.1409617572927369,-0.349293249463732,-0.24937545962566487,4,slope,left_to_right,False
108,dispersion,,,,4,slope,left_to_right,False
108,shortest_path_length_left_to_right,0.9095412560067964,0.9441421862565809,0.9305186131881733,4,slope,left_to_right,False
108,maximum_flow_value_left_to_right,0.6326670295369177,0.5868780136770344,0.6597886104481127,4,slope,left_to_right,False
108,minimum_cut_value_left_to_right,0.6326670295369177,0.5868780136770344,0.6597886104481127,4,slope,left_to_right,False
108,node_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,abs_slope,,False
108,average_node_connectivity,0.032618086145253376,-0.07884446570635795,0.15617744467502942,4,abs_slope,,False
108,average_clustering,0.026701869665268583,-0.018587810636619045,0.056102715800355,4,abs_slope,,False
108,edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,abs_slope,,False
108,degree_assortativity_coefficient,,,,4,abs_slope,,False
108,degree_pearson_correlation_coefficient,,,,4,abs_slope,,False
108,global_reaching_centrality,-0.0347929890784472,0.12442572153002565,-0.23280170569955327,4,abs_slope,,False
108,average_shortest_path_length,-0.02821618947427662,0.03688094412488532,-0.08510848477448771,4,abs_slope,,False
108,number_of_isolates,,,,4,abs_slope,,False
108,wiener_index,-0.028216189474276687,0.0368809441248853,-0.08510848477448767,4,abs_slope,,False
108,density,0.03221420967042029,-0.062323336072358244,0.1330954276010902,4,abs_slope,,False
108,diameter,-0.020801355568450253,0.06737985156231033,-0.09841855023514867,4,abs_slope,,False
108,radius,-0.011597808744119049,-0.035790018444389976,0.06398110980392749,4,abs_slope,,False
108,estrada_index,0.030386431505715992,-0.10949949950612058,0.1617704233735256,4,abs_slope,,False
108,graph_clique_number,0.020801355568450256,-0.06737985156231033,0.09841855023514867,4,abs_slope,,False
108,graph_number_of_cliques,-0.020801355568450253,0.06737985156231033,-0.09841855023514867,4,abs_slope,,False
108,number_connected_components,,,,4,abs_slope,,False
108,local_efficiency,0.02850514257416315,-0.009138087992369917,0.05116308406197503,4,abs_slope,,False
108,global_efficiency,0.030803530352080954,-0.0525069524273559,0.11500631321121055,4,abs_slope,,False
108,local_edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,abs_slope,,False
108,local_node_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,abs_slope,,False
108,closeness_centrality,-0.14096175729273688,-0.3492932494637319,-0.24937545962566496,4,abs_slope,,False
108,dispersion,,,,4,abs_slope,,False
108,shortest_path_length_left_to_right,-0.1631052757736841,-0.10469317274521937,-0.2519520196674258,4,abs_slope,,False
108,maximum_flow_value_left_to_right,-0.02038466939249069,-0.16604904910087123,0.11331018342983708,4,abs_slope,,False
108,minimum_cut_value_left_to_right,-0.02038466939249069,-0.16604904910087123,0.11331018342983708,4,abs_slope,,False
108,node_connectivity,-0.033029539987374575,0.15933881819640783,0.209247176692532,4,abs_slope,left_to_right,False
108,average_node_connectivity,0.030415185018963686,-0.08906554357362254,0.16137916649021722,4,abs_slope,left_to_right,False
108,average_clustering,0.026701869665268583,-0.018587810636619045,0.056102715800355,4,abs_slope,left_to_right,False
108,edge_connectivity,,,,4,abs_slope,left_to_right,False
108,degree_assortativity_coefficient,,,,4,abs_slope,left_to_right,False
108,degree_pearson_correlation_coefficient,,,,4,abs_slope,left_to_right,False
108,global_reaching_centrality,,,,4,abs_slope,left_to_right,False
108,number_strongly_connected_components,,,,4,abs_slope,left_to_right,False
108,number_weakly_connected_components,,,,4,abs_slope,left_to_right,False
108,number_attracting_components,,,,4,abs_slope,left_to_right,False
108,dag_longest_path_length,-0.13080604157547326,-0.06901124285471215,-0.24099450013183837,4,abs_slope,left_to_right,False
108,average_shortest_path_length,-0.02821618947427662,0.03688094412488532,-0.08510848477448771,4,abs_slope,left_to_right,False
108,flow_hierarchy,,,,4,abs_slope,left_to_right,False
108,number_of_isolates,,,,4,abs_slope,left_to_right,False
108,wiener_index,,,,4,abs_slope,left_to_right,False
108,density,0.03221420967042029,-0.062323336072358244,0.1330954276010902,4,abs_slope,left_to_right,False
108,local_edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,abs_slope,left_to_right,False
108,local_reaching_centrality,,,,4,abs_slope,left_to_right,False
108,closeness_centrality,-0.1409617572927369,-0.349293249463732,-0.24937545962566487,4,abs_slope,left_to_right,False
108,dispersion,,,,4,abs_slope,left_to_right,False
108,shortest_path_length_left_to_right,-0.1631052757736841,-0.10469317274521937,-0.2519520196674258,4,abs_slope,left_to_right,False
108,maximum_flow_value_left_to_right,-0.02038466939249069,-0.16604904910087123,0.11331018342983708,4,abs_slope,left_to_right,False
108,minimum_cut_value_left_to_right,-0.02038466939249069,-0.16604904910087123,0.11331018342983708,4,abs_slope,left_to_right,False
108,node_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,angle,,False
108,average_node_connectivity,0.032618086145253376,-0.07884446570635795,0.15617744467502942,4,angle,,False
108,average_clustering,0.026701869665268583,-0.018587810636619045,0.056102715800355,4,angle,,False
108,edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,angle,,False
108,degree_assortativity_coefficient,,,,4,angle,,False
108,degree_pearson_correlation_coefficient,,,,4,angle,,False
108,global_reaching_centrality,-0.0347929890784472,0.12442572153002565,-0.23280170569955327,4,angle,,False
108,average_shortest_path_length,-0.02821618947427662,0.03688094412488532,-0.08510848477448771,4,angle,,False
108,number_of_isolates,,,,4,angle,,False
108,wiener_index,-0.028216189474276687,0.0368809441248853,-0.08510848477448767,4,angle,,False
108,density,0.03221420967042029,-0.062323336072358244,0.1330954276010902,4,angle,,False
108,diameter,-0.020801355568450253,0.06737985156231033,-0.09841855023514867,4,angle,,False
108,radius,-0.011597808744119049,-0.035790018444389976,0.06398110980392749,4,angle,,False
108,estrada_index,0.030386431505715992,-0.10949949950612058,0.1617704233735256,4,angle,,False
108,graph_clique_number,0.020801355568450256,-0.06737985156231033,0.09841855023514867,4,angle,,False
108,graph_number_of_cliques,-0.020801355568450253,0.06737985156231033,-0.09841855023514867,4,angle,,False
108,number_connected_components,,,,4,angle,,False
108,local_efficiency,0.02850514257416315,-0.009138087992369917,0.05116308406197503,4,angle,,False
108,global_efficiency,0.030803530352080954,-0.0525069524273559,0.11500631321121055,4,angle,,False
108,local_edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,angle,,False
108,local_node_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,angle,,False
108,closeness_centrality,-0.14096175729273688,-0.3492932494637319,-0.24937545962566496,4,angle,,False
108,dispersion,,,,4,angle,,False
108,shortest_path_length_left_to_right,,,,4,angle,,False
108,maximum_flow_value_left_to_right,0.5893449007564829,0.5895954918546514,0.5624123629253176,4,angle,,False
108,minimum_cut_value_left_to_right,0.5893449007564829,0.5895954918546514,0.5624123629253176,4,angle,,False
108,node_connectivity,-0.033029539987374575,0.15933881819640783,0.209247176692532,4,angle,left_to_right,False
108,average_node_connectivity,0.030415185018963686,-0.08906554357362254,0.16137916649021722,4,angle,left_to_right,False
108,average_clustering,0.026701869665268583,-0.018587810636619045,0.056102715800355,4,angle,left_to_right,False
108,edge_connectivity,,,,4,angle,left_to_right,False
108,degree_assortativity_coefficient,,,,4,angle,left_to_right,False
108,degree_pearson_correlation_coefficient,,,,4,angle,left_to_right,False
108,global_reaching_centrality,,,,4,angle,left_to_right,False
108,number_strongly_connected_components,,,,4,angle,left_to_right,False
108,number_weakly_connected_components,,,,4,angle,left_to_right,False
108,number_attracting_components,,,,4,angle,left_to_right,False
108,dag_longest_path_length,0.6671833689412773,0.623676474126694,0.6150523301773985,4,angle,left_to_right,False
108,average_shortest_path_length,-0.02821618947427662,0.03688094412488532,-0.08510848477448771,4,angle,left_to_right,False
108,flow_hierarchy,,,,4,angle,left_to_right,False
108,number_of_isolates,,,,4,angle,left_to_right,False
108,wiener_index,,,,4,angle,left_to_right,False
108,density,0.03221420967042029,-0.062323336072358244,0.1330954276010902,4,angle,left_to_right,False
108,local_edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,angle,left_to_right,False
108,local_reaching_centrality,,,,4,angle,left_to_right,False
108,closeness_centrality,-0.1409617572927369,-0.349293249463732,-0.24937545962566487,4,angle,left_to_right,False
108,dispersion,,,,4,angle,left_to_right,False
108,shortest_path_length_left_to_right,0.6957729123120436,0.6818812546254182,0.6196811385910505,4,angle,left_to_right,False
108,maximum_flow_value_left_to_right,0.5893449007564829,0.5895954918546514,0.5624123629253176,4,angle,left_to_right,False
108,minimum_cut_value_left_to_right,0.5893449007564829,0.5895954918546514,0.5624123629253176,4,angle,left_to_right,False
108,node_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,abs_angle,,False
108,average_node_connectivity,0.032618086145253376,-0.07884446570635795,0.15617744467502942,4,abs_angle,,False
108,average_clustering,0.026701869665268583,-0.018587810636619045,0.056102715800355,4,abs_angle,,False
108,edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,abs_angle,,False
108,degree_assortativity_coefficient,,,,4,abs_angle,,False
108,degree_pearson_correlation_coefficient,,,,4,abs_angle,,False
108,global_reaching_centrality,-0.0347929890784472,0.12442572153002565,-0.23280170569955327,4,abs_angle,,False
108,average_shortest_path_length,-0.02821618947427662,0.03688094412488532,-0.08510848477448771,4,abs_angle,,False
108,number_of_isolates,,,,4,abs_angle,,False
108,wiener_index,-0.028216189474276687,0.0368809441248853,-0.08510848477448767,4,abs_angle,,False
108,density,0.03221420967042029,-0.062323336072358244,0.1330954276010902,4,abs_angle,,False
108,diameter,-0.020801355568450253,0.06737985156231033,-0.09841855023514867,4,abs_angle,,False
108,radius,-0.011597808744119049,-0.035790018444389976,0.06398110980392749,4,abs_angle,,False
108,estrada_index,0.030386431505715992,-0.10949949950612058,0.1617704233735256,4,abs_angle,,False
108,graph_clique_number,0.020801355568450256,-0.06737985156231033,0.09841855023514867,4,abs_angle,,False
108,graph_number_of_cliques,-0.020801355568450253,0.06737985156231033,-0.09841855023514867,4,abs_angle,,False
108,number_connected_components,,,,4,abs_angle,,False
108,local_efficiency,0.02850514257416315,-0.009138087992369917,0.05116308406197503,4,abs_angle,,False
108,global_efficiency,0.030803530352080954,-0.0525069524273559,0.11500631321121055,4,abs_angle,,False
108,local_edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,abs_angle,,False
108,local_node_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,abs_angle,,False
108,closeness_centrality,-0.14096175729273688,-0.3492932494637319,-0.24937545962566496,4,abs_angle,,False
108,dispersion,,,,4,abs_angle,,False
108,shortest_path_length_left_to_right,-0.04951532578909321,-0.045153689966382915,-0.043361358201524355,4,abs_angle,,False
108,maximum_flow_value_left_to_right,0.0221218633947435,-0.10386845836520292,0.16640834272480295,4,abs_angle,,False
108,minimum_cut_value_left_to_right,0.0221218633947435,-0.10386845836520292,0.16640834272480295,4,abs_angle,,False
108,node_connectivity,-0.033029539987374575,0.15933881819640783,0.209247176692532,4,abs_angle,left_to_right,False
108,average_node_connectivity,0.030415185018963686,-0.08906554357362254,0.16137916649021722,4,abs_angle,left_to_right,False
108,average_clustering,0.026701869665268583,-0.018587810636619045,0.056102715800355,4,abs_angle,left_to_right,False
108,edge_connectivity,,,,4,abs_angle,left_to_right,False
108,degree_assortativity_coefficient,,,,4,abs_angle,left_to_right,False
108,degree_pearson_correlation_coefficient,,,,4,abs_angle,left_to_right,False
108,global_reaching_centrality,,,,4,abs_angle,left_to_right,False
108,number_strongly_connected_components,,,,4,abs_angle,left_to_right,False
108,number_weakly_connected_components,,,,4,abs_angle,left_to_right,False
108,number_attracting_components,,,,4,abs_angle,left_to_right,False
108,dag_longest_path_length,-0.031009884109987517,-0.09582573731933779,-0.02992516601237608,4,abs_angle,left_to_right,False
108,average_shortest_path_length,-0.02821618947427662,0.03688094412488532,-0.08510848477448771,4,abs_angle,left_to_right,False
108,flow_hierarchy,,,,4,abs_angle,left_to_right,False
108,number_of_isolates,,,,4,abs_angle,left_to_right,False
108,wiener_index,,,,4,abs_angle,left_to_right,False
108,density,0.03221420967042029,-0.062323336072358244,0.1330954276010902,4,abs_angle,left_to_right,False
108,local_edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,abs_angle,left_to_right,False
108,local_reaching_centrality,,,,4,abs_angle,left_to_right,False
108,closeness_centrality,-0.1409617572927369,-0.349293249463732,-0.24937545962566487,4,abs_angle,left_to_right,False
108,dispersion,,,,4,abs_angle,left_to_right,False
108,shortest_path_length_left_to_right,-0.04951532578909321,-0.045153689966382915,-0.043361358201524355,4,abs_angle,left_to_right,False
108,maximum_flow_value_left_to_right,0.0221218633947435,-0.10386845836520292,0.16640834272480295,4,abs_angle,left_to_right,False
108,minimum_cut_value_left_to_right,0.0221218633947435,-0.10386845836520292,0.16640834272480295,4,abs_angle,left_to_right,False
108,node_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,distance,,False
108,average_node_connectivity,0.032618086145253376,-0.07884446570635795,0.15617744467502942,4,distance,,False
108,average_clustering,0.026701869665268583,-0.018587810636619045,0.056102715800355,4,distance,,False
108,edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,distance,,False
108,degree_assortativity_coefficient,,,,4,distance,,False
108,degree_pearson_correlation_coefficient,,,,4,distance,,False
108,global_reaching_centrality,-0.0347929890784472,0.12442572153002565,-0.23280170569955327,4,distance,,False
108,average_shortest_path_length,-0.02821618947427662,0.03688094412488532,-0.08510848477448771,4,distance,,False
108,number_of_isolates,,,,4,distance,,False
108,wiener_index,-0.028216189474276687,0.0368809441248853,-0.08510848477448767,4,distance,,False
108,density,0.03221420967042029,-0.062323336072358244,0.1330954276010902,4,distance,,False
108,diameter,-0.020801355568450253,0.06737985156231033,-0.09841855023514867,4,distance,,False
108,radius,-0.011597808744119049,-0.035790018444389976,0.06398110980392749,4,distance,,False
108,estrada_index,0.03130351531631357,-0.08938990639012527,0.1651232167801446,4,distance,,False
108,graph_clique_number,0.020801355568450256,-0.06737985156231033,0.09841855023514867,4,distance,,False
108,graph_number_of_cliques,-0.020801355568450253,0.06737985156231033,-0.09841855023514867,4,distance,,False
108,number_connected_components,,,,4,distance,,False
108,local_efficiency,0.02850514257416315,-0.009138087992369917,0.05116308406197503,4,distance,,False
108,global_efficiency,0.030803530352080954,-0.0525069524273559,0.11500631321121055,4,distance,,False
108,local_edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,distance,,False
108,local_node_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,distance,,False
108,closeness_centrality,-0.14096175729273688,-0.3492932494637319,-0.24937545962566496,4,distance,,False
108,dispersion,,,,4,distance,,False
108,shortest_path_length_left_to_right,-0.14354540703861204,-0.182607971189044,-0.13854442902393332,4,distance,,False
108,maximum_flow_value_left_to_right,-0.011794905334605565,-0.16176238902223022,0.12933394808567694,4,distance,,False
108,minimum_cut_value_left_to_right,-0.011794905334605565,-0.16176238902223022,0.12933394808567694,4,distance,,False
108,node_connectivity,-0.033029539987374575,0.15933881819640783,0.209247176692532,4,distance,left_to_right,False
108,average_node_connectivity,0.030415185018963686,-0.08906554357362254,0.16137916649021722,4,distance,left_to_right,False
108,average_clustering,0.026701869665268583,-0.018587810636619045,0.056102715800355,4,distance,left_to_right,False
108,edge_connectivity,,,,4,distance,left_to_right,False
108,degree_assortativity_coefficient,,,,4,distance,left_to_right,False
108,degree_pearson_correlation_coefficient,,,,4,distance,left_to_right,False
108,global_reaching_centrality,,,,4,distance,left_to_right,False
108,number_strongly_connected_components,,,,4,distance,left_to_right,False
108,number_weakly_connected_components,,,,4,distance,left_to_right,False
108,number_attracting_components,,,,4,distance,left_to_right,False
108,dag_longest_path_length,-0.13097447148757163,-0.0683212704370477,-0.241336825861845,4,distance,left_to_right,False
108,average_shortest_path_length,-0.02821618947427662,0.03688094412488532,-0.08510848477448771,4,distance,left_to_right,False
108,flow_hierarchy,,,,4,distance,left_to_right,False
108,number_of_isolates,,,,4,distance,left_to_right,False
108,wiener_index,,,,4,distance,left_to_right,False
108,density,0.03221420967042029,-0.062323336072358244,0.1330954276010902,4,distance,left_to_right,False
108,local_edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,distance,left_to_right,False
108,local_reaching_centrality,,,,4,distance,left_to_right,False
108,closeness_centrality,-0.1409617572927369,-0.349293249463732,-0.24937545962566487,4,distance,left_to_right,False
108,dispersion,,,,4,distance,left_to_right,False
108,shortest_path_length_left_to_right,-0.14354540703861204,-0.182607971189044,-0.13854442902393332,4,distance,left_to_right,False
108,maximum_flow_value_left_to_right,-0.011585221150428213,-0.16114723849194662,0.12894886574689257,4,distance,left_to_right,False
108,minimum_cut_value_left_to_right,-0.011585221150428213,-0.16114723849194662,0.12894886574689257,4,distance,left_to_right,False
108,node_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,sq_distance,,False
108,average_node_connectivity,0.032618086145253376,-0.07884446570635795,0.15617744467502942,4,sq_distance,,False
108,average_clustering,0.026701869665268583,-0.018587810636619045,0.056102715800355,4,sq_distance,,False
108,edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,sq_distance,,False
108,degree_assortativity_coefficient,,,,4,sq_distance,,False
108,degree_pearson_correlation_coefficient,,,,4,sq_distance,,False
108,global_reaching_centrality,-0.0347929890784472,0.12442572153002565,-0.23280170569955327,4,sq_distance,,False
108,average_shortest_path_length,-0.02821618947427662,0.03688094412488532,-0.08510848477448771,4,sq_distance,,False
108,number_of_isolates,,,,4,sq_distance,,False
108,wiener_index,-0.028216189474276687,0.0368809441248853,-0.08510848477448767,4,sq_distance,,False
108,density,0.03221420967042029,-0.062323336072358244,0.1330954276010902,4,sq_distance,,False
108,diameter,-0.020801355568450253,0.06737985156231033,-0.09841855023514867,4,sq_distance,,False
108,radius,-0.011597808744119049,-0.035790018444389976,0.06398110980392749,4,sq_distance,,False
108,estrada_index,0.03130351531631357,-0.08938990639012527,0.1651232167801446,4,sq_distance,,False
108,graph_clique_number,0.020801355568450256,-0.06737985156231033,0.09841855023514867,4,sq_distance,,False
108,graph_number_of_cliques,-0.020801355568450253,0.06737985156231033,-0.09841855023514867,4,sq_distance,,False
108,number_connected_components,,,,4,sq_distance,,False
108,local_efficiency,0.02850514257416315,-0.009138087992369917,0.05116308406197503,4,sq_distance,,False
108,global_efficiency,0.030803530352080954,-0.0525069524273559,0.11500631321121055,4,sq_distance,,False
108,local_edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,sq_distance,,False
108,local_node_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,sq_distance,,False
108,closeness_centrality,-0.14096175729273688,-0.3492932494637319,-0.24937545962566496,4,sq_distance,,False
108,dispersion,,,,4,sq_distance,,False
108,shortest_path_length_left_to_right,-0.1956880521398213,-0.14877694698255128,-0.28087360785164844,4,sq_distance,,False
108,maximum_flow_value_left_to_right,-0.04035260415726652,-0.1491513089291665,0.05135366649923862,4,sq_distance,,False
108,minimum_cut_value_left_to_right,-0.04035260415726652,-0.1491513089291665,0.05135366649923862,4,sq_distance,,False
108,node_connectivity,-0.033029539987374575,0.15933881819640783,0.209247176692532,4,sq_distance,left_to_right,False
108,average_node_connectivity,0.030415185018963686,-0.08906554357362254,0.16137916649021722,4,sq_distance,left_to_right,False
108,average_clustering,0.026701869665268583,-0.018587810636619045,0.056102715800355,4,sq_distance,left_to_right,False
108,edge_connectivity,,,,4,sq_distance,left_to_right,False
108,degree_assortativity_coefficient,,,,4,sq_distance,left_to_right,False
108,degree_pearson_correlation_coefficient,,,,4,sq_distance,left_to_right,False
108,global_reaching_centrality,,,,4,sq_distance,left_to_right,False
108,number_strongly_connected_components,,,,4,sq_distance,left_to_right,False
108,number_weakly_connected_components,,,,4,sq_distance,left_to_right,False
108,number_attracting_components,,,,4,sq_distance,left_to_right,False
108,dag_longest_path_length,-0.1891428027170195,-0.171649885115496,-0.2515075846741819,4,sq_distance,left_to_right,False
108,average_shortest_path_length,-0.02821618947427662,0.03688094412488532,-0.08510848477448771,4,sq_distance,left_to_right,False
108,flow_hierarchy,,,,4,sq_distance,left_to_right,False
108,number_of_isolates,,,,4,sq_distance,left_to_right,False
108,wiener_index,,,,4,sq_distance,left_to_right,False
108,density,0.03221420967042029,-0.062323336072358244,0.1330954276010902,4,sq_distance,left_to_right,False
108,local_edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,sq_distance,left_to_right,False
108,local_reaching_centrality,,,,4,sq_distance,left_to_right,False
108,closeness_centrality,-0.1409617572927369,-0.349293249463732,-0.24937545962566487,4,sq_distance,left_to_right,False
108,dispersion,,,,4,sq_distance,left_to_right,False
108,shortest_path_length_left_to_right,-0.1956880521398213,-0.14877694698255128,-0.28087360785164844,4,sq_distance,left_to_right,False
108,maximum_flow_value_left_to_right,-0.04026670398130388,-0.1488837170679593,0.05121718786933899,4,sq_distance,left_to_right,False
108,minimum_cut_value_left_to_right,-0.04026670398130388,-0.1488837170679593,0.05121718786933899,4,sq_distance,left_to_right,False
108,node_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,v_distance,,False
108,average_node_connectivity,0.032618086145253376,-0.07884446570635795,0.15617744467502942,4,v_distance,,False
108,average_clustering,0.026701869665268583,-0.018587810636619045,0.056102715800355,4,v_distance,,False
108,edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,v_distance,,False
108,degree_assortativity_coefficient,,,,4,v_distance,,False
108,degree_pearson_correlation_coefficient,,,,4,v_distance,,False
108,global_reaching_centrality,-0.0347929890784472,0.12442572153002565,-0.23280170569955327,4,v_distance,,False
108,average_shortest_path_length,-0.02821618947427662,0.03688094412488532,-0.08510848477448771,4,v_distance,,False
108,number_of_isolates,,,,4,v_distance,,False
108,wiener_index,-0.028216189474276687,0.0368809441248853,-0.08510848477448767,4,v_distance,,False
108,density,0.03221420967042029,-0.062323336072358244,0.1330954276010902,4,v_distance,,False
108,diameter,-0.020801355568450253,0.06737985156231033,-0.09841855023514867,4,v_distance,,False
108,radius,-0.011597808744119049,-0.035790018444389976,0.06398110980392749,4,v_distance,,False
108,estrada_index,0.030386431505715992,-0.10949949950612058,0.1617704233735256,4,v_distance,,False
108,graph_clique_number,0.020801355568450256,-0.06737985156231033,0.09841855023514867,4,v_distance,,False
108,graph_number_of_cliques,-0.020801355568450253,0.06737985156231033,-0.09841855023514867,4,v_distance,,False
108,number_connected_components,,,,4,v_distance,,False
108,local_efficiency,0.02850514257416315,-0.009138087992369917,0.05116308406197503,4,v_distance,,False
108,global_efficiency,0.030803530352080954,-0.0525069524273559,0.11500631321121055,4,v_distance,,False
108,local_edge_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,v_distance,,False
108,local_node_connectivity,0.03565318476389286,-0.09992154770545891,0.19668168299356115,4,v_distance,,False
